"","Var1","Freq"
"2140"," 4278000",0
"2141"," 4280000",0
"2142"," 4282000",0
"2143"," 4284000",0
"2144"," 4286000",0
"2145"," 4288000",0
"2146"," 4290000",0
"2147"," 4292000",0
"2148"," 4294000",0
"2149"," 4296000",0
"2150"," 4298000",0
"2151"," 4300000",0
"2152"," 4302000",0
"2153"," 4304000",0
"2154"," 4306000",0
"2155"," 4308000",0
"2156"," 4310000",0
"2157"," 4312000",0
"2158"," 4314000",0
"2159"," 4316000",0
"2160"," 4318000",0
"2161"," 4320000",0
"2162"," 4322000",0
"2163"," 4324000",0
"2164"," 4326000",0
"2165"," 4328000",0
"2166"," 4330000",0
"2167"," 4332000",0
"2168"," 4334000",0
"2169"," 4336000",0
"2170"," 4338000",0
"2171"," 4340000",0
"2172"," 4342000",0
"2173"," 4344000",0
"2174"," 4346000",0
"2175"," 4348000",0
"2176"," 4350000",0
"2177"," 4352000",0
"2178"," 4354000",0
"2179"," 4356000",0
"2180"," 4358000",0
"2181"," 4360000",0
"2182","[ 4362000, 4364000)",1
"2183"," 4364000",0
"2184"," 4366000",0
"2185"," 4368000",0
"2186"," 4370000",0
"2187"," 4372000",0
"2188"," 4374000",0
"2189"," 4376000",0
"2190"," 4378000",0
"2191"," 4380000",0
"2192"," 4382000",0
"2193"," 4384000",0
"2194"," 4386000",0
"2195"," 4388000",0
"2196"," 4390000",0
"2197"," 4392000",0
"2198"," 4394000",0
"2199"," 4396000",0
"2200"," 4398000",0
"2201"," 4400000",0
"2202"," 4402000",0
"2203"," 4404000",0
"2204"," 4406000",0
"2205"," 4408000",0
"2206"," 4410000",0
"2207"," 4412000",0
"2208"," 4414000",0
"2209"," 4416000",0
"2210"," 4418000",0
"2211"," 4420000",0
"2212"," 4422000",0
"2213"," 4424000",0
"2214"," 4426000",0
"2215"," 4428000",0
"2216"," 4430000",0
"2217"," 4432000",0
"2218"," 4434000",0
"2219"," 4436000",0
"2220"," 4438000",0
"2221"," 4440000",0
"2222"," 4442000",0
"2223"," 4444000",0
"2224"," 4446000",0
"2225"," 4448000",0
"2226"," 4450000",0
"2227"," 4452000",0
"2228"," 4454000",0
"2229"," 4456000",0
"2230"," 4458000",0
"2231"," 4460000",0
"2232"," 4462000",0
"2233"," 4464000",0
"2234"," 4466000",0
"2235"," 4468000",0
"2236"," 4470000",0
"2237"," 4472000",0
"2238"," 4474000",0
"2239"," 4476000",0
"2240"," 4478000",0
"2241"," 4480000",0
"2242"," 4482000",0
"2243"," 4484000",0
"2244"," 4486000",0
"2245"," 4488000",0
"2246"," 4490000",0
"2247"," 4492000",0
"2248"," 4494000",0
"2249"," 4496000",0
"2250"," 4498000",0
"2251"," 4500000",0
"2252"," 4502000",0
"2253"," 4504000",0
"2254"," 4506000",0
"2255"," 4508000",0
"2256"," 4510000",0
"2257"," 4512000",0
"2258"," 4514000",0
"2259"," 4516000",0
"2260"," 4518000",0
"2261"," 4520000",0
"2262"," 4522000",0
"2263"," 4524000",0
"2264"," 4526000",0
"2265"," 4528000",0
"2266"," 4530000",0
"2267"," 4532000",0
"2268"," 4534000",0
"2269"," 4536000",0
"2270"," 4538000",0
"2271"," 4540000",0
"2272"," 4542000",0
"2273"," 4544000",0
"2274"," 4546000",0
"2275"," 4548000",0
"2276"," 4550000",0
"2277"," 4552000",0
"2278"," 4554000",0
"2279"," 4556000",0
"2280"," 4558000",0
"2281"," 4560000",0
"2282"," 4562000",0
"2283"," 4564000",0
"2284"," 4566000",0
"2285"," 4568000",0
"2286"," 4570000",0
"2287"," 4572000",0
"2288"," 4574000",0
"2289"," 4576000",0
"2290"," 4578000",0
"2291"," 4580000",0
"2292"," 4582000",0
"2293"," 4584000",0
"2294"," 4586000",0
"2295"," 4588000",0
"2296"," 4590000",0
"2297"," 4592000",0
"2298"," 4594000",0
"2299"," 4596000",0
"2300"," 4598000",0
"2301"," 4600000",0
"2302"," 4602000",0
"2303"," 4604000",0
"2304"," 4606000",0
"2305"," 4608000",0
"2306"," 4610000",0
"2307"," 4612000",0
"2308"," 4614000",0
"2309"," 4616000",0
"2310"," 4618000",0
"2311"," 4620000",0
"2312"," 4622000",0
"2313"," 4624000",0
"2314"," 4626000",0
"2315"," 4628000",0
"2316"," 4630000",0
"2317"," 4632000",0
"2318"," 4634000",0
"2319"," 4636000",0
"2320"," 4638000",0
"2321"," 4640000",0
"2322"," 4642000",0
"2323"," 4644000",0
"2324"," 4646000",0
"2325"," 4648000",0
"2326"," 4650000",0
"2327"," 4652000",0
"2328"," 4654000",0
"2329"," 4656000",0
"2330"," 4658000",0
"2331"," 4660000",0
"2332"," 4662000",0
"2333"," 4664000",0
"2334"," 4666000",0
"2335"," 4668000",0
"2336"," 4670000",0
"2337"," 4672000",0
"2338"," 4674000",0
"2339"," 4676000",0
"2340"," 4678000",0
"2341"," 4680000",0
"2342"," 4682000",0
"2343"," 4684000",0
"2344"," 4686000",0
"2345"," 4688000",0
"2346"," 4690000",0
"2347"," 4692000",0
"2348"," 4694000",0
"2349"," 4696000",0
"2350"," 4698000",0
"2351"," 4700000",0
"2352"," 4702000",0
"2353"," 4704000",0
"2354"," 4706000",0
"2355"," 4708000",0
"2356"," 4710000",0
"2357"," 4712000",0
"2358"," 4714000",0
"2359"," 4716000",0
"2360"," 4718000",0
"2361"," 4720000",0
"2362"," 4722000",0
"2363"," 4724000",0
"2364"," 4726000",0
"2365"," 4728000",0
"2366"," 4730000",0
"2367"," 4732000",0
"2368"," 4734000",0
"2369"," 4736000",0
"2370"," 4738000",0
"2371"," 4740000",0
"2372"," 4742000",0
"2373"," 4744000",0
"2374"," 4746000",0
"2375"," 4748000",0
"2376"," 4750000",0
"2377"," 4752000",0
"2378"," 4754000",0
"2379"," 4756000",0
"2380"," 4758000",0
"2381"," 4760000",0
"2382"," 4762000",0
"2383"," 4764000",0
"2384"," 4766000",0
"2385"," 4768000",0
"2386"," 4770000",0
"2387"," 4772000",0
"2388"," 4774000",0
"2389"," 4776000",0
"2390"," 4778000",0
"2391"," 4780000",0
"2392"," 4782000",0
"2393"," 4784000",0
"2394"," 4786000",0
"2395"," 4788000",0
"2396"," 4790000",0
"2397"," 4792000",0
"2398"," 4794000",0
"2399"," 4796000",0
"2400"," 4798000",0
"2401"," 4800000",0
"2402"," 4802000",0
"2403"," 4804000",0
"2404"," 4806000",0
"2405"," 4808000",0
"2406"," 4810000",0
"2407"," 4812000",0
"2408"," 4814000",0
"2409"," 4816000",0
"2410"," 4818000",0
"2411"," 4820000",0
"2412"," 4822000",0
"2413"," 4824000",0
"2414"," 4826000",0
"2415"," 4828000",0
"2416"," 4830000",0
"2417"," 4832000",0
"2418"," 4834000",0
"2419"," 4836000",0
"2420"," 4838000",0
"2421"," 4840000",0
"2422"," 4842000",0
"2423"," 4844000",0
"2424"," 4846000",0
"2425"," 4848000",0
"2426"," 4850000",0
"2427"," 4852000",0
"2428"," 4854000",0
"2429"," 4856000",0
"2430"," 4858000",0
"2431"," 4860000",0
"2432"," 4862000",0
"2433"," 4864000",0
"2434"," 4866000",0
"2435"," 4868000",0
"2436"," 4870000",0
"2437"," 4872000",0
"2438"," 4874000",0
"2439"," 4876000",0
"2440"," 4878000",0
"2441"," 4880000",0
"2442"," 4882000",0
"2443"," 4884000",0
"2444"," 4886000",0
"2445"," 4888000",0
"2446"," 4890000",0
"2447"," 4892000",0
"2448"," 4894000",0
"2449"," 4896000",0
"2450"," 4898000",0
"2451"," 4900000",0
"2452"," 4902000",0
"2453"," 4904000",0
"2454"," 4906000",0
"2455"," 4908000",0
"2456"," 4910000",0
"2457"," 4912000",0
"2458"," 4914000",0
"2459"," 4916000",0
"2460"," 4918000",0
"2461"," 4920000",0
"2462"," 4922000",0
"2463"," 4924000",0
"2464"," 4926000",0
"2465"," 4928000",0
"2466"," 4930000",0
"2467"," 4932000",0
"2468"," 4934000",0
"2469"," 4936000",0
"2470"," 4938000",0
"2471"," 4940000",0
"2472"," 4942000",0
"2473","[ 4944000, 4946000)",1
"2474"," 4946000",0
"2475"," 4948000",0
"2476"," 4950000",0
"2477"," 4952000",0
"2478"," 4954000",0
"2479"," 4956000",0
"2480"," 4958000",0
"2481"," 4960000",0
"2482"," 4962000",0
"2483"," 4964000",0
"2484"," 4966000",0
"2485"," 4968000",0
"2486"," 4970000",0
"2487","[ 4972000, 4974000)",1
"2488"," 4974000",0
"2489"," 4976000",0
"2490"," 4978000",0
"2491"," 4980000",0
"2492"," 4982000",0
"2493"," 4984000",0
"2494"," 4986000",0
"2495"," 4988000",0
"2496"," 4990000",0
"2497"," 4992000",0
"2498"," 4994000",0
"2499"," 4996000",0
"2500"," 4998000",0
"2501"," 5000000",0
"2502"," 5002000",0
"2503"," 5004000",0
"2504"," 5006000",0
"2505"," 5008000",0
"2506"," 5010000",0
"2507"," 5012000",0
"2508"," 5014000",0
"2509"," 5016000",0
"2510"," 5018000",0
"2511"," 5020000",0
"2512"," 5022000",0
"2513"," 5024000",0
"2514"," 5026000",0
"2515"," 5028000",0
"2516"," 5030000",0
"2517"," 5032000",0
"2518"," 5034000",0
"2519"," 5036000",0
"2520"," 5038000",0
"2521"," 5040000",0
"2522"," 5042000",0
"2523"," 5044000",0
"2524"," 5046000",0
"2525"," 5048000",0
"2526"," 5050000",0
"2527"," 5052000",0
"2528"," 5054000",0
"2529"," 5056000",0
"2530"," 5058000",0
"2531"," 5060000",0
"2532"," 5062000",0
"2533"," 5064000",0
"2534"," 5066000",0
"2535"," 5068000",0
"2536"," 5070000",0
"2537"," 5072000",0
"2538"," 5074000",0
"2539"," 5076000",0
"2540"," 5078000",0
"2541"," 5080000",0
"2542"," 5082000",0
"2543"," 5084000",0
"2544"," 5086000",0
"2545"," 5088000",0
"2546"," 5090000",0
"2547"," 5092000",0
"2548"," 5094000",0
"2549"," 5096000",0
"2550"," 5098000",0
"2551"," 5100000",0
"2552"," 5102000",0
"2553"," 5104000",0
"2554"," 5106000",0
"2555"," 5108000",0
"2556"," 5110000",0
"2557"," 5112000",0
"2558"," 5114000",0
"2559"," 5116000",0
"2560"," 5118000",0
"2561"," 5120000",0
"2562"," 5122000",0
"2563"," 5124000",0
"2564"," 5126000",0
"2565"," 5128000",0
"2566"," 5130000",0
"2567"," 5132000",0
"2568"," 5134000",0
"2569"," 5136000",0
"2570"," 5138000",0
"2571"," 5140000",0
"2572"," 5142000",0
"2573"," 5144000",0
"2574"," 5146000",0
"2575"," 5148000",0
"2576"," 5150000",0
"2577"," 5152000",0
"2578"," 5154000",0
"2579"," 5156000",0
"2580"," 5158000",0
"2581"," 5160000",0
"2582"," 5162000",0
"2583"," 5164000",0
"2584"," 5166000",0
"2585"," 5168000",0
"2586"," 5170000",0
"2587"," 5172000",0
"2588"," 5174000",0
"2589"," 5176000",0
"2590"," 5178000",0
"2591"," 5180000",0
"2592"," 5182000",0
"2593"," 5184000",0
"2594"," 5186000",0
"2595"," 5188000",0
"2596"," 5190000",0
"2597"," 5192000",0
"2598"," 5194000",0
"2599"," 5196000",0
"2600"," 5198000",0
"2601"," 5200000",0
"2602"," 5202000",0
"2603"," 5204000",0
"2604"," 5206000",0
"2605"," 5208000",0
"2606"," 5210000",0
"2607"," 5212000",0
"2608"," 5214000",0
"2609"," 5216000",0
"2610"," 5218000",0
"2611"," 5220000",0
"2612"," 5222000",0
"2613"," 5224000",0
"2614"," 5226000",0
"2615"," 5228000",0
"2616"," 5230000",0
"2617"," 5232000",0
"2618"," 5234000",0
"2619"," 5236000",0
"2620"," 5238000",0
"2621"," 5240000",0
"2622"," 5242000",0
"2623"," 5244000",0
"2624"," 5246000",0
"2625"," 5248000",0
"2626"," 5250000",0
"2627"," 5252000",0
"2628"," 5254000",0
"2629"," 5256000",0
"2630"," 5258000",0
"2631"," 5260000",0
"2632"," 5262000",0
"2633"," 5264000",0
"2634"," 5266000",0
"2635"," 5268000",0
"2636"," 5270000",0
"2637"," 5272000",0
"2638"," 5274000",0
"2639"," 5276000",0
"2640"," 5278000",0
"2641"," 5280000",0
"2642"," 5282000",0
"2643"," 5284000",0
"2644"," 5286000",0
"2645"," 5288000",0
"2646"," 5290000",0
"2647"," 5292000",0
"2648"," 5294000",0
"2649"," 5296000",0
"2650"," 5298000",0
"2651"," 5300000",0
"2652"," 5302000",0
"2653"," 5304000",0
"2654"," 5306000",0
"2655"," 5308000",0
"2656"," 5310000",0
"2657"," 5312000",0
"2658"," 5314000",0
"2659"," 5316000",0
"2660"," 5318000",0
"2661"," 5320000",0
"2662"," 5322000",0
"2663"," 5324000",0
"2664"," 5326000",0
"2665"," 5328000",0
"2666"," 5330000",0
"2667"," 5332000",0
"2668"," 5334000",0
"2669"," 5336000",0
"2670"," 5338000",0
"2671"," 5340000",0
"2672"," 5342000",0
"2673"," 5344000",0
"2674"," 5346000",0
"2675"," 5348000",0
"2676"," 5350000",0
"2677"," 5352000",0
"2678"," 5354000",0
"2679"," 5356000",0
"2680"," 5358000",0
"2681"," 5360000",0
"2682"," 5362000",0
"2683"," 5364000",0
"2684","[ 5366000, 5368000)",1
"2685"," 5368000",0
"2686"," 5370000",0
"2687"," 5372000",0
"2688"," 5374000",0
"2689"," 5376000",0
"2690"," 5378000",0
"2691"," 5380000",0
"2692"," 5382000",0
"2693"," 5384000",0
"2694"," 5386000",0
"2695"," 5388000",0
"2696"," 5390000",0
"2697"," 5392000",0
"2698"," 5394000",0
"2699"," 5396000",0
"2700"," 5398000",0
"2701"," 5400000",0
"2702"," 5402000",0
"2703"," 5404000",0
"2704"," 5406000",0
"2705"," 5408000",0
"2706"," 5410000",0
"2707"," 5412000",0
"2708"," 5414000",0
"2709"," 5416000",0
"2710"," 5418000",0
"2711"," 5420000",0
"2712"," 5422000",0
"2713"," 5424000",0
"2714"," 5426000",0
"2715"," 5428000",0
"2716"," 5430000",0
"2717"," 5432000",0
"2718"," 5434000",0
"2719"," 5436000",0
"2720"," 5438000",0
"2721"," 5440000",0
"2722"," 5442000",0
"2723"," 5444000",0
"2724"," 5446000",0
"2725"," 5448000",0
"2726"," 5450000",0
"2727"," 5452000",0
"2728"," 5454000",0
"2729"," 5456000",0
"2730"," 5458000",0
"2731"," 5460000",0
"2732"," 5462000",0
"2733"," 5464000",0
"2734"," 5466000",0
"2735"," 5468000",0
"2736"," 5470000",0
"2737"," 5472000",0
"2738"," 5474000",0
"2739"," 5476000",0
"2740"," 5478000",0
"2741"," 5480000",0
"2742"," 5482000",0
"2743"," 5484000",0
"2744"," 5486000",0
"2745"," 5488000",0
"2746"," 5490000",0
"2747"," 5492000",0
"2748"," 5494000",0
"2749"," 5496000",0
"2750"," 5498000",0
"2751"," 5500000",0
"2752"," 5502000",0
"2753"," 5504000",0
"2754"," 5506000",0
"2755"," 5508000",0
"2756"," 5510000",0
"2757"," 5512000",0
"2758"," 5514000",0
"2759"," 5516000",0
"2760"," 5518000",0
"2761"," 5520000",0
"2762"," 5522000",0
"2763"," 5524000",0
"2764"," 5526000",0
"2765"," 5528000",0
"2766"," 5530000",0
"2767"," 5532000",0
"2768"," 5534000",0
"2769"," 5536000",0
"2770"," 5538000",0
"2771"," 5540000",0
"2772"," 5542000",0
"2773"," 5544000",0
"2774"," 5546000",0
"2775"," 5548000",0
"2776"," 5550000",0
"2777"," 5552000",0
"2778"," 5554000",0
"2779"," 5556000",0
"2780"," 5558000",0
"2781"," 5560000",0
"2782"," 5562000",0
"2783"," 5564000",0
"2784"," 5566000",0
"2785"," 5568000",0
"2786"," 5570000",0
"2787"," 5572000",0
"2788"," 5574000",0
"2789"," 5576000",0
"2790"," 5578000",0
"2791"," 5580000",0
"2792"," 5582000",0
"2793"," 5584000",0
"2794"," 5586000",0
"2795"," 5588000",0
"2796"," 5590000",0
"2797"," 5592000",0
"2798"," 5594000",0
"2799"," 5596000",0
"2800"," 5598000",0
"2801"," 5600000",0
"2802"," 5602000",0
"2803"," 5604000",0
"2804"," 5606000",0
"2805"," 5608000",0
"2806"," 5610000",0
"2807"," 5612000",0
"2808"," 5614000",0
"2809"," 5616000",0
"2810"," 5618000",0
"2811"," 5620000",0
"2812"," 5622000",0
"2813"," 5624000",0
"2814"," 5626000",0
"2815"," 5628000",0
"2816"," 5630000",0
"2817"," 5632000",0
"2818"," 5634000",0
"2819"," 5636000",0
"2820","[ 5638000, 5640000)",1
"2821"," 5640000",0
"2822"," 5642000",0
"2823"," 5644000",0
"2824"," 5646000",0
"2825"," 5648000",0
"2826"," 5650000",0
"2827"," 5652000",0
"2828"," 5654000",0
"2829"," 5656000",0
"2830"," 5658000",0
"2831"," 5660000",0
"2832"," 5662000",0
"2833"," 5664000",0
"2834"," 5666000",0
"2835"," 5668000",0
"2836"," 5670000",0
"2837"," 5672000",0
"2838"," 5674000",0
"2839"," 5676000",0
"2840"," 5678000",0
"2841"," 5680000",0
"2842"," 5682000",0
"2843"," 5684000",0
"2844"," 5686000",0
"2845"," 5688000",0
"2846"," 5690000",0
"2847"," 5692000",0
"2848"," 5694000",0
"2849"," 5696000",0
"2850"," 5698000",0
"2851"," 5700000",0
"2852"," 5702000",0
"2853"," 5704000",0
"2854"," 5706000",0
"2855"," 5708000",0
"2856"," 5710000",0
"2857"," 5712000",0
"2858"," 5714000",0
"2859"," 5716000",0
"2860"," 5718000",0
"2861"," 5720000",0
"2862"," 5722000",0
"2863"," 5724000",0
"2864"," 5726000",0
"2865"," 5728000",0
"2866"," 5730000",0
"2867"," 5732000",0
"2868"," 5734000",0
"2869"," 5736000",0
"2870"," 5738000",0
"2871"," 5740000",0
"2872"," 5742000",0
"2873"," 5744000",0
"2874"," 5746000",0
"2875"," 5748000",0
"2876"," 5750000",0
"2877"," 5752000",0
"2878"," 5754000",0
"2879"," 5756000",0
"2880"," 5758000",0
"2881"," 5760000",0
"2882"," 5762000",0
"2883"," 5764000",0
"2884"," 5766000",0
"2885"," 5768000",0
"2886"," 5770000",0
"2887"," 5772000",0
"2888"," 5774000",0
"2889"," 5776000",0
"2890"," 5778000",0
"2891"," 5780000",0
"2892"," 5782000",0
"2893"," 5784000",0
"2894"," 5786000",0
"2895"," 5788000",0
"2896"," 5790000",0
"2897"," 5792000",0
"2898"," 5794000",0
"2899"," 5796000",0
"2900"," 5798000",0
"2901"," 5800000",0
"2902"," 5802000",0
"2903"," 5804000",0
"2904"," 5806000",0
"2905"," 5808000",0
"2906"," 5810000",0
"2907"," 5812000",0
"2908"," 5814000",0
"2909"," 5816000",0
"2910"," 5818000",0
"2911"," 5820000",0
"2912"," 5822000",0
"2913"," 5824000",0
"2914"," 5826000",0
"2915"," 5828000",0
"2916"," 5830000",0
"2917"," 5832000",0
"2918"," 5834000",0
"2919"," 5836000",0
"2920"," 5838000",0
"2921"," 5840000",0
"2922"," 5842000",0
"2923"," 5844000",0
"2924"," 5846000",0
"2925"," 5848000",0
"2926"," 5850000",0
"2927"," 5852000",0
"2928"," 5854000",0
"2929"," 5856000",0
"2930"," 5858000",0
"2931"," 5860000",0
"2932"," 5862000",0
"2933"," 5864000",0
"2934"," 5866000",0
"2935"," 5868000",0
"2936"," 5870000",0
"2937"," 5872000",0
"2938"," 5874000",0
"2939"," 5876000",0
"2940"," 5878000",0
"2941"," 5880000",0
"2942"," 5882000",0
"2943"," 5884000",0
"2944"," 5886000",0
"2945"," 5888000",0
"2946"," 5890000",0
"2947"," 5892000",0
"2948"," 5894000",0
"2949"," 5896000",0
"2950"," 5898000",0
"2951"," 5900000",0
"2952"," 5902000",0
"2953"," 5904000",0
"2954"," 5906000",0
"2955"," 5908000",0
"2956"," 5910000",0
"2957"," 5912000",0
"2958"," 5914000",0
"2959"," 5916000",0
"2960"," 5918000",0
"2961"," 5920000",0
"2962"," 5922000",0
"2963"," 5924000",0
"2964"," 5926000",0
"2965"," 5928000",0
"2966"," 5930000",0
"2967"," 5932000",0
"2968"," 5934000",0
"2969"," 5936000",0
"2970"," 5938000",0
"2971"," 5940000",0
"2972"," 5942000",0
"2973"," 5944000",0
"2974"," 5946000",0
"2975"," 5948000",0
"2976"," 5950000",0
"2977"," 5952000",0
"2978"," 5954000",0
"2979"," 5956000",0
"2980"," 5958000",0
"2981"," 5960000",0
"2982"," 5962000",0
"2983"," 5964000",0
"2984"," 5966000",0
"2985"," 5968000",0
"2986"," 5970000",0
"2987"," 5972000",0
"2988"," 5974000",0
"2989"," 5976000",0
"2990"," 5978000",0
"2991"," 5980000",0
"2992"," 5982000",0
"2993"," 5984000",0
"2994"," 5986000",0
"2995"," 5988000",0
"2996"," 5990000",0
"2997"," 5992000",0
"2998"," 5994000",0
"2999"," 5996000",0
"3000"," 5998000",0
"3001"," 6000000",0
"3002"," 6002000",0
"3003"," 6004000",0
"3004"," 6006000",0
"3005"," 6008000",0
"3006"," 6010000",0
"3007"," 6012000",0
"3008"," 6014000",0
"3009"," 6016000",0
"3010"," 6018000",0
"3011"," 6020000",0
"3012","[ 6022000, 6024000)",1
"3013"," 6024000",0
"3014"," 6026000",0
"3015"," 6028000",0
"3016"," 6030000",0
"3017"," 6032000",0
"3018"," 6034000",0
"3019"," 6036000",0
"3020"," 6038000",0
"3021"," 6040000",0
"3022"," 6042000",0
"3023"," 6044000",0
"3024"," 6046000",0
"3025"," 6048000",0
"3026"," 6050000",0
"3027"," 6052000",0
"3028"," 6054000",0
"3029"," 6056000",0
"3030"," 6058000",0
"3031"," 6060000",0
"3032"," 6062000",0
"3033"," 6064000",0
"3034"," 6066000",0
"3035"," 6068000",0
"3036"," 6070000",0
"3037"," 6072000",0
"3038"," 6074000",0
"3039"," 6076000",0
"3040"," 6078000",0
"3041"," 6080000",0
"3042"," 6082000",0
"3043"," 6084000",0
"3044"," 6086000",0
"3045"," 6088000",0
"3046"," 6090000",0
"3047"," 6092000",0
"3048"," 6094000",0
"3049"," 6096000",0
"3050"," 6098000",0
"3051"," 6100000",0
"3052"," 6102000",0
"3053"," 6104000",0
"3054"," 6106000",0
"3055"," 6108000",0
"3056"," 6110000",0
"3057"," 6112000",0
"3058"," 6114000",0
"3059"," 6116000",0
"3060"," 6118000",0
"3061"," 6120000",0
"3062"," 6122000",0
"3063"," 6124000",0
"3064"," 6126000",0
"3065"," 6128000",0
"3066"," 6130000",0
"3067"," 6132000",0
"3068"," 6134000",0
"3069"," 6136000",0
"3070"," 6138000",0
"3071"," 6140000",0
"3072"," 6142000",0
"3073"," 6144000",0
"3074"," 6146000",0
"3075"," 6148000",0
"3076"," 6150000",0
"3077"," 6152000",0
"3078"," 6154000",0
"3079"," 6156000",0
"3080"," 6158000",0
"3081"," 6160000",0
"3082"," 6162000",0
"3083"," 6164000",0
"3084"," 6166000",0
"3085"," 6168000",0
"3086"," 6170000",0
"3087"," 6172000",0
"3088"," 6174000",0
"3089"," 6176000",0
"3090"," 6178000",0
"3091"," 6180000",0
"3092"," 6182000",0
"3093"," 6184000",0
"3094"," 6186000",0
"3095"," 6188000",0
"3096"," 6190000",0
"3097"," 6192000",0
"3098"," 6194000",0
"3099"," 6196000",0
"3100"," 6198000",0
"3101"," 6200000",0
"3102"," 6202000",0
"3103"," 6204000",0
"3104"," 6206000",0
"3105"," 6208000",0
"3106"," 6210000",0
"3107"," 6212000",0
"3108"," 6214000",0
"3109"," 6216000",0
"3110"," 6218000",0
"3111"," 6220000",0
"3112"," 6222000",0
"3113"," 6224000",0
"3114"," 6226000",0
"3115"," 6228000",0
"3116"," 6230000",0
"3117"," 6232000",0
"3118"," 6234000",0
"3119"," 6236000",0
"3120"," 6238000",0
"3121"," 6240000",0
"3122"," 6242000",0
"3123"," 6244000",0
"3124"," 6246000",0
"3125"," 6248000",0
"3126"," 6250000",0
"3127"," 6252000",0
"3128"," 6254000",0
"3129"," 6256000",0
"3130"," 6258000",0
"3131"," 6260000",0
"3132"," 6262000",0
"3133"," 6264000",0
"3134"," 6266000",0
"3135"," 6268000",0
"3136"," 6270000",0
"3137"," 6272000",0
"3138"," 6274000",0
"3139"," 6276000",0
"3140"," 6278000",0
"3141"," 6280000",0
"3142"," 6282000",0
"3143"," 6284000",0
"3144"," 6286000",0
"3145"," 6288000",0
"3146"," 6290000",0
"3147"," 6292000",0
"3148"," 6294000",0
"3149"," 6296000",0
"3150"," 6298000",0
"3151"," 6300000",0
"3152"," 6302000",0
"3153"," 6304000",0
"3154"," 6306000",0
"3155"," 6308000",0
"3156"," 6310000",0
"3157"," 6312000",0
"3158"," 6314000",0
"3159"," 6316000",0
"3160"," 6318000",0
"3161"," 6320000",0
"3162"," 6322000",0
"3163"," 6324000",0
"3164"," 6326000",0
"3165"," 6328000",0
"3166"," 6330000",0
"3167"," 6332000",0
"3168"," 6334000",0
"3169"," 6336000",0
"3170"," 6338000",0
"3171"," 6340000",0
"3172"," 6342000",0
"3173"," 6344000",0
"3174"," 6346000",0
"3175"," 6348000",0
"3176"," 6350000",0
"3177"," 6352000",0
"3178"," 6354000",0
"3179"," 6356000",0
"3180"," 6358000",0
"3181"," 6360000",0
"3182"," 6362000",0
"3183"," 6364000",0
"3184"," 6366000",0
"3185"," 6368000",0
"3186"," 6370000",0
"3187"," 6372000",0
"3188"," 6374000",0
"3189"," 6376000",0
"3190"," 6378000",0
"3191"," 6380000",0
"3192"," 6382000",0
"3193"," 6384000",0
"3194"," 6386000",0
"3195"," 6388000",0
"3196"," 6390000",0
"3197"," 6392000",0
"3198"," 6394000",0
"3199"," 6396000",0
"3200"," 6398000",0
"3201"," 6400000",0
"3202"," 6402000",0
"3203"," 6404000",0
"3204"," 6406000",0
"3205"," 6408000",0
"3206"," 6410000",0
"3207"," 6412000",0
"3208"," 6414000",0
"3209"," 6416000",0
"3210"," 6418000",0
"3211"," 6420000",0
"3212"," 6422000",0
"3213"," 6424000",0
"3214"," 6426000",0
"3215"," 6428000",0
"3216"," 6430000",0
"3217"," 6432000",0
"3218"," 6434000",0
"3219"," 6436000",0
"3220"," 6438000",0
"3221"," 6440000",0
"3222"," 6442000",0
"3223"," 6444000",0
"3224"," 6446000",0
"3225"," 6448000",0
"3226"," 6450000",0
"3227"," 6452000",0
"3228"," 6454000",0
"3229"," 6456000",0
"3230"," 6458000",0
"3231"," 6460000",0
"3232"," 6462000",0
"3233"," 6464000",0
"3234"," 6466000",0
"3235"," 6468000",0
"3236"," 6470000",0
"3237"," 6472000",0
"3238"," 6474000",0
"3239"," 6476000",0
"3240"," 6478000",0
"3241"," 6480000",0
"3242"," 6482000",0
"3243"," 6484000",0
"3244"," 6486000",0
"3245"," 6488000",0
"3246"," 6490000",0
"3247"," 6492000",0
"3248"," 6494000",0
"3249"," 6496000",0
"3250"," 6498000",0
"3251"," 6500000",0
"3252"," 6502000",0
"3253"," 6504000",0
"3254"," 6506000",0
"3255"," 6508000",0
"3256"," 6510000",0
"3257"," 6512000",0
"3258"," 6514000",0
"3259"," 6516000",0
"3260"," 6518000",0
"3261"," 6520000",0
"3262"," 6522000",0
"3263"," 6524000",0
"3264"," 6526000",0
"3265"," 6528000",0
"3266"," 6530000",0
"3267"," 6532000",0
"3268"," 6534000",0
"3269"," 6536000",0
"3270"," 6538000",0
"3271"," 6540000",0
"3272"," 6542000",0
"3273"," 6544000",0
"3274"," 6546000",0
"3275"," 6548000",0
"3276"," 6550000",0
"3277"," 6552000",0
"3278"," 6554000",0
"3279"," 6556000",0
"3280"," 6558000",0
"3281"," 6560000",0
"3282"," 6562000",0
"3283"," 6564000",0
"3284"," 6566000",0
"3285"," 6568000",0
"3286"," 6570000",0
"3287"," 6572000",0
"3288"," 6574000",0
"3289"," 6576000",0
"3290"," 6578000",0
"3291"," 6580000",0
"3292"," 6582000",0
"3293"," 6584000",0
"3294"," 6586000",0
"3295"," 6588000",0
"3296"," 6590000",0
"3297"," 6592000",0
"3298"," 6594000",0
"3299"," 6596000",0
"3300"," 6598000",0
"3301"," 6600000",0
